coordinatedMailingId,customerPersonId,isPrimary,firstName,lastName,fullName,addressLine1,city,state,zip,country,organizationNameForMailing,asset1,asset2,dropDate,pdfName,phoneNumber,planType
17652748,17652748,True,FirstName65,LastName65,FirstName65 LastName65,65 address,MEDFORD,NJ,8055,USA,AstraZeneca,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",17652748_13104559_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
17653908,17653908,True,FirstName60,LastName60,FirstName60 LastName60,60 address,LEXINGTON,MA,2420,USA,AstraZeneca,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",17653908_13104559_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
17655385,17655385,True,FirstName64,LastName64,FirstName64 LastName64,64 address,ACCOKEEK,MD,20607,USA,AstraZeneca,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",17655385_13104559_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
17662657,17662657,False,FirstName275,LastName275,FirstName275 LastName275,275 address,PALMYRA,VA,22963,USA,Northrop Grumman Corporation,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",17662657_13103476_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
17669114,17669114,True,FirstName204,LastName204,FirstName204 LastName204,204 address,Two Harbors,MN,55616,USA,"Land O'Lakes, Inc.",U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",17669114_13103369_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
17683786,17683786,True,FirstName256,LastName256,FirstName256 LastName256,256 address,Hawley,PA,18428,USA,NV Energy,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",17683786_13103560_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
17695924,17695924,True,FirstName102,LastName102,FirstName102 LastName102,102 address,BRISTOL,RI,2809,USA,Citizens,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",17695924_13103492_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
17706713,17706713,False,FirstName149,LastName148,FirstName149 LastName148,148 address,LEESBURG,VA,20175,USA,General Dynamics,U1C-EG-DV-2021,691593-110620-GD-ENROLLU1C-EG-CL_4-2021,"December 03, 2021",19271589_13103454_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
17712472,17712472,True,FirstName335,LastName335,FirstName335 LastName335,335 address,MEQUON,WI,53092,USA,Rockwell Automation,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",17712472_13103538_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
17714185,17714185,True,FirstName202,LastName202,FirstName202 LastName202,202 address,MAPLE GROVE,MN,55311,USA,"Land O'Lakes, Inc.",U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",17714185_13103369_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
17796876,17796876,True,FirstName390,LastName390,FirstName390 LastName390,390 address,TEMPE,AZ,85284,USA,Wells Fargo,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",17796876_13103979_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
17805616,17805616,True,FirstName297,LastName297,FirstName297 LastName297,297 address,Kettering,OH,45440,USA,OPERS Medicare Connector,U1C-EG-DV-OPERS-2021,U1C-EG-CL-OPERS-2021,"December 03, 2021",17805616_13103643_U1C-EG-DV-OPERS-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
17836034,17836034,True,FirstName369,LastName369,FirstName369 LastName369,369 address,PORT CHESTER,NY,10573,USA,UBS,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",17836034_13104180_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
17837059,17837059,False,FirstName370,LastName370,FirstName370 LastName370,370 address,CINCINNATI,OH,45202,USA,UBS,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",17837059_13104180_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
17845618,17845618,True,FirstName97,LastName97,FirstName97 LastName97,97 address,ELKTON,MD,21921,USA,Citizens,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",17845618_13103492_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
17845618,17894303,False,FirstName213,LastName97,FirstName213 LastName97,97 address,ELKTON,MD,21921,USA,Lockheed Martin,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",17894303_13103615_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
17845618,17894369,False,FirstName379,LastName97,FirstName379 LastName97,97 address,ELKTON,MD,21921,USA,Wells Fargo,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",17894369_13103979_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
17922996,17922996,True,FirstName142,LastName142,FirstName142 LastName142,142 address,BOWDOIN,ME,4287,USA,General Dynamics,U1C-EG-DV-2021,691593-110620-GD-ENROLLU1C-EG-CL_4-2021,"December 03, 2021",17922996_13103454_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
17949112,17949112,True,FirstName89,LastName89,FirstName89 LastName89,89 address,TAMPA,FL,33624,USA,Citi,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",17949112_13103300_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
17954306,17954306,False,FirstName134,LastName134,FirstName134 LastName134,134 address,MONTGOMERY,IL,60538,USA,Ecolab,U1C-EG-DV-2021,U1C-EG-CL-ECOLAB-2021,"December 03, 2021",17954307_13103978_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
17984491,17984491,True,FirstName380,LastName380,FirstName380 LastName380,380 address,PHOENIX,AZ,85032,USA,Wells Fargo,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",17984491_13103979_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
17999736,17999736,True,FirstName336,LastName336,FirstName336 LastName336,336 address,MAYFIELD HEIGHTS,OH,44124,USA,Rockwell Automation,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",17999736_13103538_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
17999761,17999761,True,FirstName337,LastName337,FirstName337 LastName337,337 address,BEDFORD HEIGHTS,OH,44146,USA,Rockwell Automation,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",17999761_13103538_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18013108,18013108,False,FirstName386,LastName386,FirstName386 LastName386,386 address,MIAMI BEACH,FL,33139,USA,Wells Fargo,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18766182_13103979_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18016279,18016279,True,FirstName101,LastName101,FirstName101 LastName101,101 address,ROCKVALE,TN,37153,USA,Citizens,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18016279_13103492_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18069898,18069898,True,FirstName203,LastName203,FirstName203 LastName203,203 address,MAUSTON,WI,53948,USA,"Land O'Lakes, Inc.",U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18069898_13103369_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18076454,18076454,True,FirstName126,LastName126,FirstName126 LastName126,126 address,DAVENPORT,FL,33897,USA,Disney,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18076454_13104315_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18077220,18077220,True,FirstName125,LastName125,FirstName125 LastName125,125 address,WINTER GARDEN,FL,34787,USA,Disney,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18077220_13104315_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18079295,18079295,True,FirstName123,LastName123,FirstName123 LastName123,123 address,ORLANDO,FL,32825,USA,Disney,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18079295_13104315_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18087477,18087477,True,FirstName122,LastName122,FirstName122 LastName122,122 address,KISSIMMEE,FL,34746,USA,Disney,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18087477_13104315_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18088510,18088510,True,FirstName205,LastName205,FirstName205 LastName205,205 address,INVER GROVE HEIGHTS,MN,55076,USA,"Land O'Lakes, Inc.",U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18088510_13103369_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18175122,18175122,True,FirstName119,LastName119,FirstName119 LastName119,119 address,LAND O LAKES,FL,34639,USA,Disney,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18175122_13104315_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18175918,18175918,False,FirstName113,LastName113,FirstName113 LastName113,113 address,DAVENPORT,FL,33837,USA,Disney,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18175918_13104315_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18177304,18177304,True,FirstName118,LastName118,FirstName118 LastName118,118 address,CLERMONT,FL,34714,USA,Disney,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18177304_13104315_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18177404,18177404,False,FirstName128,LastName128,FirstName128 LastName128,128 address,ORLANDO,FL,32819,USA,Disney,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18177405_13104315_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18202184,18202184,True,FirstName121,LastName121,FirstName121 LastName121,121 address,DAVENPORT,FL,33837,USA,Disney,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18202184_13104315_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18249330,18249330,True,FirstName145,LastName145,FirstName145 LastName145,145 address,FAYETTEVILLE,NC,28306,USA,General Dynamics,U1C-EG-DV-2021,691593-110620-GD-ENROLLU1C-EG-CL_4-2021,"December 03, 2021",18249330_13103454_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18255441,18255441,True,FirstName383,LastName383,FirstName383 LastName383,383 address,AVON,OH,44011,USA,Wells Fargo,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18255441_13103979_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18282430,18282430,True,FirstName95,LastName95,FirstName95 LastName95,95 address,PITTSBURGH,PA,15236,USA,Citizens,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18282430_13103492_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18285334,18285334,True,FirstName364,LastName364,FirstName364 LastName364,364 address,COLUMBIA,MD,21045,USA,The George Washington University,U1C-EG-DV-2021,U1C-EG-CL-CATRX-2021,"December 03, 2021",18285334_13103947_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18293674,18293674,False,FirstName161,LastName161,FirstName161 LastName161,161 address,Saint Jacob,IL,62281,USA,IBM,U1C-EG-DV-IBM-2021,,"December 03, 2021",19246084_13103380_U1C-EG-DV-IBM-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18298721,18298721,True,FirstName373,LastName373,FirstName373 LastName373,373 address,SARASOTA,FL,34239,USA,Wells Fargo,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18298721_13103979_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18298991,18298991,True,FirstName85,LastName85,FirstName85 LastName85,85 address,CITRONELLE,AL,36522,USA,Chevron,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18298991_13103883_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18300017,18300017,True,FirstName82,LastName82,FirstName82 LastName82,82 address,BAY ST LOUIS,MS,39520,USA,Chevron,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18300017_13103883_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18305937,18305937,True,FirstName86,LastName86,FirstName86 LastName86,86 address,THE WOODLANDS,TX,77381,USA,Chevron,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18305937_13103883_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18305938,18305938,False,FirstName84,LastName84,FirstName84 LastName84,84 address,THE WOODLANDS,TX,77381,USA,Chevron,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18305938_13103883_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18317981,18317981,True,FirstName207,LastName207,FirstName207 LastName207,207 address,ROCKWELL,IA,50469,USA,"Land O'Lakes, Inc.",U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18317981_13103369_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18331284,18331284,True,FirstName90,LastName90,FirstName90 LastName90,90 address,BOISE,ID,83716,USA,Citi,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18331284_13103300_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18342759,18342759,True,FirstName55,LastName55,FirstName55 LastName55,55 address,Plano,TX,75023,USA,American Airlines,U1C-EG-DV-2021,U1C-EG-CL-NOGI-AA-2021,"December 03, 2021",18342759_13103584_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18353766,18353766,True,FirstName69,LastName69,FirstName69 LastName69,69 address,LOVELAND,CO,80538,USA,Baker Hughes,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18353766_13104307_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18390929,18390929,True,FirstName328,LastName328,FirstName328 LastName328,328 address,WICHITA FALLS,TX,76308,USA,PepsiCo Inc.,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18390929_13103506_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18416616,18416616,True,FirstName92,LastName92,FirstName92 LastName92,92 address,SEEKONK,MA,2771,USA,Citizens,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18416616_13103492_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
18419072,18419072,True,FirstName376,LastName376,FirstName376 LastName376,376 address,SPRINGVILLE,UT,84663,USA,Wells Fargo,U1C-EG-DV-2021,U1C-EG-CL-2021,"December 03, 2021",18419072_13103979_U1C-EG-DV-2021.pdf,1-844-596-0460,"Medicare Advantage, Medigap, Part D prescription drug, dental, and vision"
